company_id,type,rule_id,text,confidence_pct
61,Con,C6,Low asset utilization.,75
61,Pro,P3,Healthy net profit margin.,80
61,Pro,P5,Excellent interest coverage.,90
61,Con,C1,Low return on equity.,85
61,Con,C6,Low asset utilization.,75
61,Pro,P3,Healthy net profit margin.,80
61,Pro,P5,Excellent interest coverage.,90
61,Con,C1,Low return on equity.,85
61,Con,C2,Low return on capital employed.,85
61,Con,C6,Low asset utilization.,75
61,Pro,P5,Excellent interest coverage.,90
61,Con,C1,Low return on equity.,85
61,Con,C6,Low asset utilization.,75
61,Pro,P2,Strong return on capital employed.,85
61,Pro,P5,Excellent interest coverage.,90
61,Con,C6,Low asset utilization.,75
62,Pro,P2,Strong return on capital employed.,85
62,Con,C6,Low asset utilization.,75
62,Con,C1,Low return on equity.,85
62,Con,C6,Low asset utilization.,75
62,Pro,P1,High return on equity above 20%.,90
62,Pro,P2,Strong return on capital employed.,85
62,Pro,P3,Healthy net profit margin.,80
62,Pro,P5,Excellent interest coverage.,90
62,Con,C6,Low asset utilization.,75
62,Con,C1,Low return on equity.,85
62,Con,C6,Low asset utilization.,75
62,Con,C1,Low return on equity.,85
62,Con,C2,Low return on capital employed.,85
62,Con,C6,Low asset utilization.,75
63,Pro,P3,Healthy net profit margin.,80
63,Con,C1,Low return on equity.,85
63,Con,C2,Low return on capital employed.,85
63,Con,C6,Low asset utilization.,75
63,Pro,P5,Excellent interest coverage.,90
63,Con,C6,Low asset utilization.,75
63,Con,C1,Low return on equity.,85
63,Con,C2,Low return on capital employed.,85
63,Con,C6,Low asset utilization.,75
63,Pro,P3,Healthy net profit margin.,80
63,Con,C6,Low asset utilization.,75
63,Con,C1,Low return on equity.,85
63,Con,C6,Low asset utilization.,75
64,Pro,P2,Strong return on capital employed.,85
64,Pro,P3,Healthy net profit margin.,80
64,Pro,P5,Excellent interest coverage.,90
64,Con,C6,Low asset utilization.,75
64,Pro,P5,Excellent interest coverage.,90
64,Con,C1,Low return on equity.,85
64,Con,C6,Low asset utilization.,75
64,Con,C1,Low return on equity.,85
64,Con,C6,Low asset utilization.,75
64,Pro,P2,Strong return on capital employed.,85
64,Pro,P3,Healthy net profit margin.,80
64,Con,C1,Low return on equity.,85
64,Con,C2,Low return on capital employed.,85
64,Con,C6,Low asset utilization.,75
65,Pro,P5,Excellent interest coverage.,90
65,Con,C1,Low return on equity.,85
65,Pro,P3,Healthy net profit margin.,80
65,Pro,P5,Excellent interest coverage.,90
65,Con,C6,Low asset utilization.,75
65,Pro,P3,Healthy net profit margin.,80
65,Con,C1,Low return on equity.,85
65,Con,C6,Low asset utilization.,75
65,Pro,P2,Strong return on capital employed.,85
65,Con,C1,Low return on equity.,85
65,Con,C2,Low return on capital employed.,85
65,Con,C6,Low asset utilization.,75
66,Con,C1,Low return on equity.,85
66,Con,C2,Low return on capital employed.,85
66,Con,C5,Poor interest coverage.,90
66,Con,C6,Low asset utilization.,75
66,Pro,P3,Healthy net profit margin.,80
66,Pro,P5,Excellent interest coverage.,90
66,Con,C6,Low asset utilization.,75
66,Pro,P3,Healthy net profit margin.,80
66,Con,C1,Low return on equity.,85
66,Con,C2,Low return on capital employed.,85
66,Con,C6,Low asset utilization.,75
66,Pro,P2,Strong return on capital employed.,85
66,Pro,P3,Healthy net profit margin.,80
66,Con,C6,Low asset utilization.,75
66,Pro,P2,Strong return on capital employed.,85
66,Pro,P5,Excellent interest coverage.,90
66,Con,C6,Low asset utilization.,75
67,Pro,P2,Strong return on capital employed.,85
67,Pro,P5,Excellent interest coverage.,90
67,Con,C6,Low asset utilization.,75
67,Con,C1,Low return on equity.,85
67,Con,C6,Low asset utilization.,75
67,Pro,P2,Strong return on capital employed.,85
67,Con,C1,Low return on equity.,85
67,Con,C6,Low asset utilization.,75
67,Pro,P2,Strong return on capital employed.,85
67,Pro,P5,Excellent interest coverage.,90
67,Con,C1,Low return on equity.,85
67,Con,C6,Low asset utilization.,75
67,Pro,P2,Strong return on capital employed.,85
67,Pro,P3,Healthy net profit margin.,80
67,Pro,P5,Excellent interest coverage.,90
67,Con,C6,Low asset utilization.,75
68,Con,C1,Low return on equity.,85
68,Con,C2,Low return on capital employed.,85
68,Con,C6,Low asset utilization.,75
68,Pro,P2,Strong return on capital employed.,85
68,Pro,P3,Healthy net profit margin.,80
68,Pro,P5,Excellent interest coverage.,90
68,Con,C1,Low return on equity.,85
68,Con,C6,Low asset utilization.,75
68,Pro,P1,High return on equity above 20%.,90
68,Pro,P2,Strong return on capital employed.,85
68,Pro,P5,Excellent interest coverage.,90
68,Con,C6,Low asset utilization.,75
68,Con,C1,Low return on equity.,85
68,Con,C6,Low asset utilization.,75
69,Pro,P2,Strong return on capital employed.,85
69,Pro,P3,Healthy net profit margin.,80
69,Pro,P5,Excellent interest coverage.,90
69,Con,C6,Low asset utilization.,75
69,Pro,P3,Healthy net profit margin.,80
69,Con,C1,Low return on equity.,85
69,Con,C6,Low asset utilization.,75
69,Pro,P2,Strong return on capital employed.,85
69,Pro,P5,Excellent interest coverage.,90
69,Con,C1,Low return on equity.,85
69,Pro,P3,Healthy net profit margin.,80
69,Con,C1,Low return on equity.,85
69,Con,C2,Low return on capital employed.,85
69,Con,C6,Low asset utilization.,75
69,Con,C1,Low return on equity.,85
69,Con,C6,Low asset utilization.,75
70,Pro,P2,Strong return on capital employed.,85
70,Pro,P5,Excellent interest coverage.,90
70,Con,C6,Low asset utilization.,75
70,Pro,P2,Strong return on capital employed.,85
70,Pro,P5,Excellent interest coverage.,90
70,Con,C1,Low return on equity.,85
70,Con,C6,Low asset utilization.,75
70,Pro,P2,Strong return on capital employed.,85
70,Pro,P2,Strong return on capital employed.,85
70,Pro,P3,Healthy net profit margin.,80
70,Pro,P5,Excellent interest coverage.,90
71,Pro,P2,Strong return on capital employed.,85
71,Pro,P5,Excellent interest coverage.,90
71,Pro,P5,Excellent interest coverage.,90
71,Con,C1,Low return on equity.,85
71,Con,C2,Low return on capital employed.,85
71,Con,C6,Low asset utilization.,75
71,Con,C1,Low return on equity.,85
71,Con,C6,Low asset utilization.,75
71,Pro,P5,Excellent interest coverage.,90
71,Con,C1,Low return on equity.,85
71,Con,C6,Low asset utilization.,75
71,Pro,P2,Strong return on capital employed.,85
71,Pro,P3,Healthy net profit margin.,80
71,Con,C6,Low asset utilization.,75
72,Con,C1,Low return on equity.,85
72,Con,C2,Low return on capital employed.,85
72,Con,C5,Poor interest coverage.,90
72,Con,C6,Low asset utilization.,75
72,Pro,P5,Excellent interest coverage.,90
72,Con,C1,Low return on equity.,85
72,Con,C6,Low asset utilization.,75
72,Pro,P5,Excellent interest coverage.,90
72,Con,C1,Low return on equity.,85
72,Con,C6,Low asset utilization.,75
72,Con,C6,Low asset utilization.,75
72,Pro,P3,Healthy net profit margin.,80
72,Con,C1,Low return on equity.,85
72,Con,C2,Low return on capital employed.,85
72,Con,C6,Low asset utilization.,75
73,Pro,P2,Strong return on capital employed.,85
73,Pro,P5,Excellent interest coverage.,90
73,Con,C1,Low return on equity.,85
73,Con,C1,Low return on equity.,85
73,Con,C2,Low return on capital employed.,85
73,Con,C6,Low asset utilization.,75
73,Pro,P3,Healthy net profit margin.,80
73,Con,C1,Low return on equity.,85
73,Con,C6,Low asset utilization.,75
73,Pro,P3,Healthy net profit margin.,80
73,Pro,P5,Excellent interest coverage.,90
73,Con,C1,Low return on equity.,85
73,Con,C2,Low return on capital employed.,85
73,Con,C6,Low asset utilization.,75
73,Con,C1,Low return on equity.,85
74,Pro,P2,Strong return on capital employed.,85
74,Pro,P5,Excellent interest coverage.,90
74,Pro,P3,Healthy net profit margin.,80
74,Con,C2,Low return on capital employed.,85
74,Con,C6,Low asset utilization.,75
74,Pro,P2,Strong return on capital employed.,85
74,Con,C6,Low asset utilization.,75
74,Pro,P2,Strong return on capital employed.,85
74,Pro,P5,Excellent interest coverage.,90
74,Con,C1,Low return on equity.,85
74,Con,C6,Low asset utilization.,75
74,Pro,P2,Strong return on capital employed.,85
74,Pro,P3,Healthy net profit margin.,80
74,Pro,P5,Excellent interest coverage.,90
75,Pro,P1,High return on equity above 20%.,90
75,Pro,P2,Strong return on capital employed.,85
75,Con,C6,Low asset utilization.,75
75,Pro,P1,High return on equity above 20%.,90
75,Pro,P2,Strong return on capital employed.,85
75,Pro,P3,Healthy net profit margin.,80
75,Pro,P5,Excellent interest coverage.,90
75,Pro,P2,Strong return on capital employed.,85
75,Con,C6,Low asset utilization.,75
75,Pro,P3,Healthy net profit margin.,80
75,Con,C1,Low return on equity.,85
75,Pro,P2,Strong return on capital employed.,85
75,Pro,P5,Excellent interest coverage.,90
76,Pro,P1,High return on equity above 20%.,90
76,Pro,P2,Strong return on capital employed.,85
76,Pro,P3,Healthy net profit margin.,80
76,Con,C6,Low asset utilization.,75
76,Con,C1,Low return on equity.,85
76,Pro,P5,Excellent interest coverage.,90
76,Con,C1,Low return on equity.,85
76,Con,C2,Low return on capital employed.,85
76,Con,C6,Low asset utilization.,75
76,Pro,P2,Strong return on capital employed.,85
76,Pro,P5,Excellent interest coverage.,90
76,Con,C6,Low asset utilization.,75
76,Pro,P2,Strong return on capital employed.,85
76,Pro,P3,Healthy net profit margin.,80
76,Pro,P5,Excellent interest coverage.,90
76,Con,C1,Low return on equity.,85
76,Con,C6,Low asset utilization.,75
77,Pro,P3,Healthy net profit margin.,80
77,Pro,P5,Excellent interest coverage.,90
77,Con,C6,Low asset utilization.,75
77,Pro,P3,Healthy net profit margin.,80
77,Pro,P5,Excellent interest coverage.,90
77,Pro,P2,Strong return on capital employed.,85
77,Pro,P5,Excellent interest coverage.,90
77,Pro,P6,Efficient asset utilization.,75
77,Con,C1,Low return on equity.,85
77,Con,C6,Low asset utilization.,75
77,Con,C1,Low return on equity.,85
77,Con,C2,Low return on capital employed.,85
77,Con,C6,Low asset utilization.,75
78,Pro,P5,Excellent interest coverage.,90
78,Con,C1,Low return on equity.,85
78,Pro,P1,High return on equity above 20%.,90
78,Pro,P2,Strong return on capital employed.,85
78,Pro,P5,Excellent interest coverage.,90
78,Pro,P3,Healthy net profit margin.,80
78,Con,C6,Low asset utilization.,75
78,Pro,P2,Strong return on capital employed.,85
78,Pro,P5,Excellent interest coverage.,90
78,Con,C6,Low asset utilization.,75
78,Pro,P1,High return on equity above 20%.,90
78,Pro,P2,Strong return on capital employed.,85
78,Pro,P5,Excellent interest coverage.,90
78,Con,C6,Low asset utilization.,75
79,Pro,P2,Strong return on capital employed.,85
79,Pro,P5,Excellent interest coverage.,90
79,Con,C1,Low return on equity.,85
79,Pro,P1,High return on equity above 20%.,90
79,Pro,P2,Strong return on capital employed.,85
79,Pro,P3,Healthy net profit margin.,80
79,Pro,P5,Excellent interest coverage.,90
79,Con,C6,Low asset utilization.,75
79,Pro,P3,Healthy net profit margin.,80
79,Con,C1,Low return on equity.,85
79,Con,C2,Low return on capital employed.,85
79,Pro,P2,Strong return on capital employed.,85
79,Pro,P3,Healthy net profit margin.,80
79,Pro,P5,Excellent interest coverage.,90
79,Con,C1,Low return on equity.,85
79,Con,C2,Low return on capital employed.,85
79,Con,C5,Poor interest coverage.,90
79,Con,C6,Low asset utilization.,75
80,Pro,P4,Debt free company.,95
80,Con,C1,Low return on equity.,85
80,Con,C6,Low asset utilization.,75
80,Con,C1,Low return on equity.,85
80,Con,C6,Low asset utilization.,75
80,Pro,P3,Healthy net profit margin.,80
80,Con,C6,Low asset utilization.,75
80,Pro,P3,Healthy net profit margin.,80
80,Pro,P5,Excellent interest coverage.,90
80,Con,C1,Low return on equity.,85
80,Con,C6,Low asset utilization.,75
80,Pro,P5,Excellent interest coverage.,90
80,Pro,P6,Efficient asset utilization.,75
81,Pro,P3,Healthy net profit margin.,80
81,Pro,P5,Excellent interest coverage.,90
81,Con,C1,Low return on equity.,85
81,Pro,P5,Excellent interest coverage.,90
81,Con,C6,Low asset utilization.,75
81,Pro,P5,Excellent interest coverage.,90
81,Con,C1,Low return on equity.,85
81,Con,C2,Low return on capital employed.,85
81,Pro,P3,Healthy net profit margin.,80
81,Con,C1,Low return on equity.,85
81,Con,C2,Low return on capital employed.,85
81,Con,C5,Poor interest coverage.,90
81,Con,C6,Low asset utilization.,75
81,Pro,P2,Strong return on capital employed.,85
81,Pro,P5,Excellent interest coverage.,90
81,Con,C6,Low asset utilization.,75
82,Pro,P2,Strong return on capital employed.,85
82,Pro,P5,Excellent interest coverage.,90
82,Con,C6,Low asset utilization.,75
82,Pro,P3,Healthy net profit margin.,80
82,Pro,P5,Excellent interest coverage.,90
82,Con,C1,Low return on equity.,85
82,Con,C6,Low asset utilization.,75
82,Con,C1,Low return on equity.,85
82,Con,C2,Low return on capital employed.,85
82,Con,C6,Low asset utilization.,75
82,Con,C1,Low return on equity.,85
82,Con,C2,Low return on capital employed.,85
82,Con,C6,Low asset utilization.,75
83,Pro,P1,High return on equity above 20%.,90
83,Pro,P2,Strong return on capital employed.,85
83,Pro,P3,Healthy net profit margin.,80
83,Pro,P5,Excellent interest coverage.,90
83,Pro,P6,Efficient asset utilization.,75
83,Pro,P2,Strong return on capital employed.,85
83,Pro,P3,Healthy net profit margin.,80
83,Pro,P6,Efficient asset utilization.,75
83,Con,C6,Low asset utilization.,75
83,Pro,P3,Healthy net profit margin.,80
83,Pro,P5,Excellent interest coverage.,90
83,Pro,P3,Healthy net profit margin.,80
83,Con,C1,Low return on equity.,85
83,Con,C2,Low return on capital employed.,85
83,Con,C6,Low asset utilization.,75
84,Pro,P1,High return on equity above 20%.,90
84,Pro,P2,Strong return on capital employed.,85
84,Pro,P2,Strong return on capital employed.,85
84,Pro,P3,Healthy net profit margin.,80
84,Pro,P5,Excellent interest coverage.,90
84,Con,C6,Low asset utilization.,75
84,Pro,P3,Healthy net profit margin.,80
84,Pro,P5,Excellent interest coverage.,90
84,Con,C1,Low return on equity.,85
84,Con,C6,Low asset utilization.,75
84,Pro,P2,Strong return on capital employed.,85
84,Pro,P5,Excellent interest coverage.,90
84,Con,C1,Low return on equity.,85
84,Con,C6,Low asset utilization.,75
84,Pro,P5,Excellent interest coverage.,90
84,Con,C1,Low return on equity.,85
84,Con,C6,Low asset utilization.,75
85,Pro,P3,Healthy net profit margin.,80
85,Pro,P5,Excellent interest coverage.,90
85,Con,C1,Low return on equity.,85
85,Con,C6,Low asset utilization.,75
85,Con,C1,Low return on equity.,85
85,Con,C2,Low return on capital employed.,85
85,Con,C6,Low asset utilization.,75
85,Pro,P3,Healthy net profit margin.,80
85,Pro,P5,Excellent interest coverage.,90
85,Pro,P2,Strong return on capital employed.,85
85,Pro,P5,Excellent interest coverage.,90
85,Con,C6,Low asset utilization.,75
85,Pro,P5,Excellent interest coverage.,90
85,Con,C1,Low return on equity.,85
85,Con,C6,Low asset utilization.,75
86,Pro,P5,Excellent interest coverage.,90
86,Con,C1,Low return on equity.,85
86,Con,C6,Low asset utilization.,75
86,Con,C1,Low return on equity.,85
86,Con,C6,Low asset utilization.,75
86,Con,C1,Low return on equity.,85
86,Con,C2,Low return on capital employed.,85
86,Con,C6,Low asset utilization.,75
86,Pro,P3,Healthy net profit margin.,80
86,Con,C1,Low return on equity.,85
86,Con,C6,Low asset utilization.,75
86,Pro,P2,Strong return on capital employed.,85
86,Pro,P5,Excellent interest coverage.,90
86,Con,C1,Low return on equity.,85
86,Con,C6,Low asset utilization.,75
87,Con,C1,Low return on equity.,85
87,Con,C2,Low return on capital employed.,85
87,Con,C6,Low asset utilization.,75
87,Pro,P3,Healthy net profit margin.,80
87,Pro,P5,Excellent interest coverage.,90
87,Con,C1,Low return on equity.,85
87,Con,C2,Low return on capital employed.,85
87,Con,C6,Low asset utilization.,75
87,Pro,P1,High return on equity above 20%.,90
87,Pro,P2,Strong return on capital employed.,85
87,Pro,P5,Excellent interest coverage.,90
87,Con,C6,Low asset utilization.,75
87,Pro,P2,Strong return on capital employed.,85
87,Pro,P3,Healthy net profit margin.,80
87,Pro,P3,Healthy net profit margin.,80
87,Con,C1,Low return on equity.,85
87,Con,C2,Low return on capital employed.,85
87,Con,C5,Poor interest coverage.,90
87,Con,C6,Low asset utilization.,75
88,Pro,P2,Strong return on capital employed.,85
88,Pro,P3,Healthy net profit margin.,80
88,Con,C6,Low asset utilization.,75
88,Pro,P3,Healthy net profit margin.,80
88,Pro,P5,Excellent interest coverage.,90
88,Pro,P6,Efficient asset utilization.,75
88,Pro,P2,Strong return on capital employed.,85
88,Pro,P3,Healthy net profit margin.,80
88,Pro,P5,Excellent interest coverage.,90
88,Con,C6,Low asset utilization.,75
88,Con,C1,Low return on equity.,85
88,Con,C2,Low return on capital employed.,85
88,Con,C6,Low asset utilization.,75
88,Pro,P2,Strong return on capital employed.,85
88,Con,C1,Low return on equity.,85
88,Con,C6,Low asset utilization.,75
89,Pro,P3,Healthy net profit margin.,80
89,Pro,P5,Excellent interest coverage.,90
89,Con,C6,Low asset utilization.,75
89,Con,C1,Low return on equity.,85
89,Con,C6,Low asset utilization.,75
89,Pro,P1,High return on equity above 20%.,90
89,Pro,P2,Strong return on capital employed.,85
89,Pro,P3,Healthy net profit margin.,80
89,Con,C1,Low return on equity.,85
89,Con,C2,Low return on capital employed.,85
89,Con,C6,Low asset utilization.,75
89,Pro,P2,Strong return on capital employed.,85
89,Pro,P5,Excellent interest coverage.,90
89,Con,C6,Low asset utilization.,75
90,Pro,P5,Excellent interest coverage.,90
90,Con,C1,Low return on equity.,85
90,Con,C2,Low return on capital employed.,85
90,Con,C6,Low asset utilization.,75
90,Pro,P3,Healthy net profit margin.,80
90,Pro,P5,Excellent interest coverage.,90
90,Con,C1,Low return on equity.,85
90,Con,C1,Low return on equity.,85
90,Con,C6,Low asset utilization.,75
90,Con,C1,Low return on equity.,85
90,Con,C6,Low asset utilization.,75
90,Con,C1,Low return on equity.,85
90,Con,C2,Low return on capital employed.,85
90,Con,C6,Low asset utilization.,75
91,Con,C1,Low return on equity.,85
91,Con,C2,Low return on capital employed.,85
91,Con,C6,Low asset utilization.,75
91,Pro,P3,Healthy net profit margin.,80
91,Con,C1,Low return on equity.,85
91,Con,C2,Low return on capital employed.,85
91,Con,C6,Low asset utilization.,75
91,Con,C1,Low return on equity.,85
91,Con,C2,Low return on capital employed.,85
91,Con,C6,Low asset utilization.,75
91,Pro,P3,Healthy net profit margin.,80
91,Con,C6,Low asset utilization.,75
91,Pro,P3,Healthy net profit margin.,80
91,Con,C6,Low asset utilization.,75
92,Pro,P3,Healthy net profit margin.,80
92,Con,C6,Low asset utilization.,75
92,Con,C1,Low return on equity.,85
92,Con,C2,Low return on capital employed.,85
92,Con,C6,Low asset utilization.,75
92,Con,C1,Low return on equity.,85
92,Con,C2,Low return on capital employed.,85
92,Con,C6,Low asset utilization.,75
92,Pro,P3,Healthy net profit margin.,80
92,Pro,P5,Excellent interest coverage.,90
92,Con,C6,Low asset utilization.,75
92,Pro,P3,Healthy net profit margin.,80
92,Con,C1,Low return on equity.,85
92,Con,C2,Low return on capital employed.,85
92,Con,C6,Low asset utilization.,75
